"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","P1_id","P1_name","P1_hand","P1_ht","P1_ioc","P1_age","P1_rank","P1_rank_points","P2_id","P2_name","P2_hand","P2_ht","P2_ioc","P2_age","P2_rank","P2_rank_points","best_of","p1wins"
"6392","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"101736","Andre Agassi","R",180,"USA",32.45995893,2,2875,"102998","Jan Michael Gambill","R",190,"USA",25.36344969,42,775,"3","Y"
"6393","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"103900","David Nalbandian","R",180,"ARG",20.78302533,18,1523,"102148","Fabrice Santoro","R",178,"FRA",29.84531143,50,725,"3","N"
"6394","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"103819","Roger Federer","R",185,"SUI",21.18275154,7,2115,"102839","Nicolas Lapentti","R",188,"ECU",26.16837782,30,1130,"3","Y"
"6395","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"103387","Paradorn Srichaphan","R",185,"THA",23.33470226,28,1190,"103344","Ivan Ljubicic","R",193,"CRO",23.57289528,54,700,"3","Y"
"6396","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"102845","Carlos Moya","R",190,"ESP",26.13004791,11,2040,"102562","Jiri Novak","R",190,"CZE",27.56468172,9,2080,"3","N"
"6397","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"104022","Mikhail Youzhny","R",183,"RUS",20.30390144,44,773,"103206","Sebastien Grosjean","R",175,"FRA",24.37782341,8,2090,"3","N"
"6398","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"102860","Agustin Calleri","R",183,"ARG",26.0807666,52,709,"102563","Thomas Johansson","R",180,"SWE",27.55920602,17,1740,"3","Y"
"6399","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"103507","Juan Carlos Ferrero","R",183,"ESP",22.66940452,6,2405,"102374","Alex Corretja","R",180,"ESP",28.50924025,21,1490,"3","Y"
"6400","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"101736","Andre Agassi","R",180,"USA",32.45995893,2,2875,"103852","Feliciano Lopez","L",188,"ESP",21.06502396,71,556,"3","Y"
"6401","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"103819","Roger Federer","R",185,"SUI",21.18275154,7,2115,"102148","Fabrice Santoro","R",178,"FRA",29.84531143,50,725,"3","N"
"6402","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"102562","Jiri Novak","R",190,"CZE",27.56468172,9,2080,"103387","Paradorn Srichaphan","R",185,"THA",23.33470226,28,1190,"3","Y"
"6403","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"102860","Agustin Calleri","R",183,"ARG",26.0807666,52,709,"103206","Sebastien Grosjean","R",175,"FRA",24.37782341,8,2090,"3","N"
"6404","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"103507","Juan Carlos Ferrero","R",183,"ESP",22.66940452,6,2405,"101736","Andre Agassi","R",180,"USA",32.45995893,2,2875,"3","N"
"6405","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"102562","Jiri Novak","R",190,"CZE",27.56468172,9,2080,"102148","Fabrice Santoro","R",178,"FRA",29.84531143,50,725,"3","Y"
"6406","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"103206","Sebastien Grosjean","R",175,"FRA",24.37782341,8,2090,"101736","Andre Agassi","R",180,"USA",32.45995893,2,2875,"3","N"
"6407","2002-1536","Madrid Masters","Hard","48","M",2002-10-14,"102562","Jiri Novak","R",190,"CZE",27.56468172,9,2080,"101736","Andre Agassi","R",180,"USA",32.45995893,2,2875,"3","N"
"6408","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103344","Ivan Ljubicic","R",193,"CRO",24.56947296,42,865,"101965","Wayne Ferreira","R",185,"RSA",32.07665982,28,1090,"3","N"
"6409","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102358","Thomas Enqvist","R",190,"SWE",29.58521561,146,258,"102338","Yevgeny Kafelnikov","R",190,"RUS",29.64818617,40,950,"3","Y"
"6410","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103786","Nikolay Davydenko","R",178,"RUS",22.36276523,43,855,"102998","Jan Michael Gambill","R",190,"USA",26.36002738,57,660,"3","N"
"6411","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102610","Albert Costa","R",180,"ESP",28.30116359,23,1170,"103602","Fernando Gonzalez","R",183,"CHI",23.20602327,22,1190,"3","Y"
"6412","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102374","Alex Corretja","R",180,"ESP",29.50581793,127,290,"104745","Rafael Nadal","L",185,"ESP",17.36071184,49,788,"3","Y"
"6413","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102450","Tim Henman","R",185,"GBR",29.10061602,30,1055,"103888","Mardy Fish","R",188,"USA",21.84257358,25,1145,"3","N"
"6414","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103151","Mariano Zabaleta","R",183,"ARG",25.62080767,27,1133,"103852","Feliciano Lopez","L",188,"ESP",22.06160164,35,1025,"3","N"
"6415","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103292","Gaston Gaudio","R",175,"ARG",24.84325804,37,1000,"103813","Jarkko Nieminen","L",185,"FIN",22.22313484,31,1050,"3","Y"
"6416","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103970","David Ferrer","R",175,"ESP",21.53045859,72,480,"104022","Mikhail Youzhny","R",183,"RUS",21.30047912,29,1060,"3","Y"
"6417","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103294","Christophe Rochus","R",170,"BEL",24.82683094,87,421,"102434","Vincent Spadea","R",183,"USA",29.23477071,33,1040,"3","N"
"6418","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102035","Jonas Bjorkman","R",183,"SWE",31.55646817,41,873,"103498","Marat Safin","R",193,"RUS",23.70978782,38,985,"3","Y"
"6419","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103694","Olivier Rochus","R",168,"BEL",22.73237509,51,746,"104068","Robby Ginepri","R",183,"USA",21.01574264,34,1040,"3","N"
"6420","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103096","Arnaud Clement","R",173,"FRA",25.82067077,26,1135,"102344","Karol Kucera","R",188,"SVK",29.60985626,36,1008,"3","N"
"6421","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103252","Alberto Martin","R",175,"ESP",25.14715948,58,659,"103428","Juan Ignacio Chela","R",190,"ARG",24.12046543,44,845,"3","N"
"6422","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"104269","Fernando Verdasco","L",188,"ESP",19.90965092,102,383,"103454","Nicolas Massu","R",183,"CHI",24.00821355,21,1192,"3","N"
"6423","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103018","Max Mirnyi","R",196,"BLR",26.2696783,24,1160,"103484","James Blake","R",185,"USA",23.79192334,39,975,"3","Y"
"6424","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"101965","Wayne Ferreira","R",185,"RSA",32.07665982,28,1090,"103507","Juan Carlos Ferrero","R",183,"ESP",23.6659822,1,4195,"3","N"
"6425","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102358","Thomas Enqvist","R",190,"SWE",29.58521561,146,258,"102456","Felix Mantilla","R",180,"ESP",29.05407255,19,1240,"3","N"
"6426","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102998","Jan Michael Gambill","R",190,"USA",26.36002738,57,660,"102854","Sjeng Schalken","R",193,"NED",27.09377139,14,1515,"3","Y"
"6427","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103387","Paradorn Srichaphan","R",185,"THA",24.33127995,11,1845,"102610","Albert Costa","R",180,"ESP",28.30116359,23,1170,"3","Y"
"6428","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102374","Alex Corretja","R",180,"ESP",29.50581793,127,290,"103819","Roger Federer","R",185,"SUI",22.17932923,3,3825,"3","N"
"6429","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103990","Tommy Robredo","R",180,"ESP",21.45106092,17,1300,"103888","Mardy Fish","R",188,"USA",21.84257358,25,1145,"3","N"
"6430","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103852","Feliciano Lopez","L",188,"ESP",22.06160164,35,1025,"102882","Mark Philippoussis","R",196,"AUS",26.92950034,13,1615,"3","Y"
"6431","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103292","Gaston Gaudio","R",175,"ARG",24.84325804,37,1000,"102845","Carlos Moya","R",190,"ESP",27.1266256,7,2705,"3","N"
"6432","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103970","David Ferrer","R",175,"ESP",21.53045859,72,480,"103206","Sebastien Grosjean","R",175,"FRA",25.3744011,10,1970,"3","N"
"6433","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102860","Agustin Calleri","R",183,"ARG",27.07734428,16,1355,"102434","Vincent Spadea","R",183,"USA",29.23477071,33,1040,"3","N"
"6434","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102035","Jonas Bjorkman","R",183,"SWE",31.55646817,41,873,"101962","Younes El Aynaoui","R",193,"MAR",32.08487337,18,1260,"3","N"
"6435","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102783","Rainer Schuettler","R",180,"GER",27.4661191,6,2850,"104068","Robby Ginepri","R",183,"USA",21.01574264,34,1040,"3","N"
"6436","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102562","Jiri Novak","R",190,"CZE",28.56125941,12,1665,"102344","Karol Kucera","R",188,"SVK",29.60985626,36,1008,"3","Y"
"6437","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103280","Martin Verkerk","R",196,"NED",24.95003422,15,1407,"103428","Juan Ignacio Chela","R",190,"ARG",24.12046543,44,845,"3","N"
"6438","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102856","Gustavo Kuerten","R",190,"BRA",27.08829569,20,1225,"103454","Nicolas Massu","R",183,"CHI",24.00821355,21,1192,"3","N"
"6439","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103018","Max Mirnyi","R",196,"BLR",26.2696783,24,1160,"104053","Andy Roddick","R",188,"USA",21.11978097,2,4165,"3","N"
"6440","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102456","Felix Mantilla","R",180,"ESP",29.05407255,19,1240,"103507","Juan Carlos Ferrero","R",183,"ESP",23.6659822,1,4195,"3","N"
"6441","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102998","Jan Michael Gambill","R",190,"USA",26.36002738,57,660,"103387","Paradorn Srichaphan","R",185,"THA",24.33127995,11,1845,"3","N"
"6442","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103819","Roger Federer","R",185,"SUI",22.17932923,3,3825,"103888","Mardy Fish","R",188,"USA",21.84257358,25,1145,"3","Y"
"6443","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"102845","Carlos Moya","R",190,"ESP",27.1266256,7,2705,"103852","Feliciano Lopez","L",188,"ESP",22.06160164,35,1025,"3","N"
"6444","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103206","Sebastien Grosjean","R",175,"FRA",25.3744011,10,1970,"102434","Vincent Spadea","R",183,"USA",29.23477071,33,1040,"3","Y"
"6445","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"101962","Younes El Aynaoui","R",193,"MAR",32.08487337,18,1260,"104068","Robby Ginepri","R",183,"USA",21.01574264,34,1040,"3","Y"
"6446","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103428","Juan Ignacio Chela","R",190,"ARG",24.12046543,44,845,"102562","Jiri Novak","R",190,"CZE",28.56125941,12,1665,"3","Y"
"6447","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"104053","Andy Roddick","R",188,"USA",21.11978097,2,4165,"103454","Nicolas Massu","R",183,"CHI",24.00821355,21,1192,"3","N"
"6448","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103507","Juan Carlos Ferrero","R",183,"ESP",23.6659822,1,4195,"103387","Paradorn Srichaphan","R",185,"THA",24.33127995,11,1845,"3","Y"
"6449","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103819","Roger Federer","R",185,"SUI",22.17932923,3,3825,"103852","Feliciano Lopez","L",188,"ESP",22.06160164,35,1025,"3","Y"
"6450","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"101962","Younes El Aynaoui","R",193,"MAR",32.08487337,18,1260,"103206","Sebastien Grosjean","R",175,"FRA",25.3744011,10,1970,"3","Y"
"6451","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103454","Nicolas Massu","R",183,"CHI",24.00821355,21,1192,"103428","Juan Ignacio Chela","R",190,"ARG",24.12046543,44,845,"3","Y"
"6452","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103819","Roger Federer","R",185,"SUI",22.17932923,3,3825,"103507","Juan Carlos Ferrero","R",183,"ESP",23.6659822,1,4195,"3","N"
"6453","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103454","Nicolas Massu","R",183,"CHI",24.00821355,21,1192,"101962","Younes El Aynaoui","R",193,"MAR",32.08487337,18,1260,"3","Y"
"6454","2003-1536","Madrid Masters","Hard","48","M",2003-10-13,"103507","Juan Carlos Ferrero","R",183,"ESP",23.6659822,1,4195,"103454","Nicolas Massu","R",183,"CHI",24.00821355,21,1192,"5","Y"
"6455","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103789","Irakli Labadze","L",188,"GEO",23.35934292,65,598,"102610","Albert Costa","R",180,"ESP",29.31690623,54,705,"3","N"
"6456","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"104607","Tomas Berdych","R",196,"CZE",19.08555784,38,883,"103344","Ivan Ljubicic","R",193,"CRO",25.58521561,29,1085,"3","N"
"6457","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102860","Agustin Calleri","R",183,"ARG",28.09308693,56,685,"102179","Antony Dupuis","R",185,"FRA",31.64681725,96,436,"3","N"
"6458","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103084","Guillermo Canas","R",185,"ARG",26.89664613,16,1369,"104019","Kristof Vliegen","R",193,"BEL",22.32443532,112,384,"3","Y"
"6459","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"104252","Florian Mayer","R",190,"GER",21.03764545,35,961,"104417","Robin Soderling","R",193,"SWE",20.1779603,34,965,"3","N"
"6460","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103970","David Ferrer","R",175,"ESP",22.54620123,42,824,"102374","Alex Corretja","R",180,"ESP",30.52156057,86,471,"3","N"
"6461","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103598","Xavier Malisse","R",185,"BEL",24.24914442,49,760,"103163","Tommy Haas","R",188,"GER",26.54346338,26,1135,"3","N"
"6462","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103758","Taylor Dent","R",188,"USA",23.48528405,40,855,"104022","Mikhail Youzhny","R",183,"RUS",22.31622177,31,1065,"3","Y"
"6463","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102271","Hicham Arazi","L",175,"MAR",30.99794661,48,765,"103632","Luis Horna","R",180,"PER",24.09308693,41,845,"3","N"
"6464","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"104339","Mario Ancic","R",196,"CRO",20.55304586,28,1111,"103888","Mardy Fish","R",188,"USA",22.85831622,30,1070,"3","N"
"6465","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102854","Sjeng Schalken","R",193,"NED",28.10951403,55,705,"102905","Stefan Koubek","L",175,"AUT",27.79192334,92,442,"3","N"
"6466","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103333","Ivo Karlovic","R",208,"CRO",25.63723477,64,604,"103852","Feliciano Lopez","L",188,"ESP",23.07734428,27,1120,"3","N"
"6467","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"104068","Robby Ginepri","R",183,"USA",22.03148528,60,635,"101869","Juan Luis Tati Rascon","R",186,"ESP",33.63175907,484,45,"3","Y"
"6468","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102035","Jonas Bjorkman","R",183,"SWE",32.57221081,51,740,"104269","Fernando Verdasco","L",188,"ESP",20.92539357,39,858,"3","N"
"6469","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102106","Davide Sanguinetti","R",188,"ITA",32.14784394,75,521,"104745","Rafael Nadal","L",185,"ESP",18.37645448,50,755,"3","N"
"6470","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103176","David Sanchez","R",183,"ESP",26.49691992,74,538,"103018","Max Mirnyi","R",196,"BLR",27.28542094,76,520,"3","N"
"6471","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102450","Tim Henman","R",185,"GBR",30.11635866,5,2720,"102610","Albert Costa","R",180,"ESP",29.31690623,54,705,"3","Y"
"6472","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103344","Ivan Ljubicic","R",193,"CRO",25.58521561,29,1085,"102783","Rainer Schuettler","R",180,"GER",28.48186174,17,1310,"3","Y"
"6473","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103428","Juan Ignacio Chela","R",190,"ARG",25.13620808,24,1155,"102179","Antony Dupuis","R",185,"FRA",31.64681725,96,436,"3","N"
"6474","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"104026","Joachim Johansson","R",198,"SWE",22.29979466,11,1505,"103084","Guillermo Canas","R",185,"ARG",26.89664613,16,1369,"3","Y"
"6475","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"104417","Robin Soderling","R",193,"SWE",20.1779603,34,965,"103900","David Nalbandian","R",180,"ARG",22.79534565,10,1700,"3","N"
"6476","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103387","Paradorn Srichaphan","R",185,"THA",25.34702259,25,1155,"102374","Alex Corretja","R",180,"ESP",30.52156057,86,471,"3","Y"
"6477","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103163","Tommy Haas","R",188,"GER",26.54346338,26,1135,"102562","Jiri Novak","R",190,"CZE",29.57700205,21,1260,"3","Y"
"6478","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103454","Nicolas Massu","R",183,"CHI",25.02395619,18,1305,"103758","Taylor Dent","R",188,"USA",23.48528405,40,855,"3","N"
"6479","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103507","Juan Carlos Ferrero","R",183,"ESP",24.68172485,33,1030,"103632","Luis Horna","R",180,"PER",24.09308693,41,845,"3","N"
"6480","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102318","Andrei Pavel","R",183,"ROU",30.72416153,15,1399,"103888","Mardy Fish","R",188,"USA",22.85831622,30,1070,"3","Y"
"6481","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102905","Stefan Koubek","L",175,"AUT",27.79192334,92,442,"103602","Fernando Gonzalez","R",183,"CHI",24.22176591,20,1280,"3","Y"
"6482","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103852","Feliciano Lopez","L",188,"ESP",23.07734428,27,1120,"103498","Marat Safin","R",193,"RUS",24.72553046,9,1840,"3","N"
"6483","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"104068","Robby Ginepri","R",183,"USA",22.03148528,60,635,"103990","Tommy Robredo","R",180,"ESP",22.46680356,13,1450,"3","N"
"6484","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103103","Dominik Hrbaty","R",183,"SVK",26.7871321,12,1463,"104269","Fernando Verdasco","L",188,"ESP",20.92539357,39,858,"3","N"
"6485","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102434","Vincent Spadea","R",183,"USA",30.25051335,23,1200,"104745","Rafael Nadal","L",185,"ESP",18.37645448,50,755,"3","Y"
"6486","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103018","Max Mirnyi","R",196,"BLR",27.28542094,76,520,"101736","Andre Agassi","R",180,"USA",34.47227926,7,2140,"3","N"
"6487","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102450","Tim Henman","R",185,"GBR",30.11635866,5,2720,"103344","Ivan Ljubicic","R",193,"CRO",25.58521561,29,1085,"3","N"
"6488","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102179","Antony Dupuis","R",185,"FRA",31.64681725,96,436,"104026","Joachim Johansson","R",198,"SWE",22.29979466,11,1505,"3","N"
"6489","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103900","David Nalbandian","R",180,"ARG",22.79534565,10,1700,"103387","Paradorn Srichaphan","R",185,"THA",25.34702259,25,1155,"3","Y"
"6490","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103163","Tommy Haas","R",188,"GER",26.54346338,26,1135,"103758","Taylor Dent","R",188,"USA",23.48528405,40,855,"3","N"
"6491","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"102318","Andrei Pavel","R",183,"ROU",30.72416153,15,1399,"103632","Luis Horna","R",180,"PER",24.09308693,41,845,"3","N"
"6492","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103498","Marat Safin","R",193,"RUS",24.72553046,9,1840,"102905","Stefan Koubek","L",175,"AUT",27.79192334,92,442,"3","Y"
"6493","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103990","Tommy Robredo","R",180,"ESP",22.46680356,13,1450,"104269","Fernando Verdasco","L",188,"ESP",20.92539357,39,858,"3","Y"
"6494","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"101736","Andre Agassi","R",180,"USA",34.47227926,7,2140,"102434","Vincent Spadea","R",183,"USA",30.25051335,23,1200,"3","Y"
"6495","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103344","Ivan Ljubicic","R",193,"CRO",25.58521561,29,1085,"104026","Joachim Johansson","R",198,"SWE",22.29979466,11,1505,"3","Y"
"6496","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103758","Taylor Dent","R",188,"USA",23.48528405,40,855,"103900","David Nalbandian","R",180,"ARG",22.79534565,10,1700,"3","N"
"6497","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103498","Marat Safin","R",193,"RUS",24.72553046,9,1840,"103632","Luis Horna","R",180,"PER",24.09308693,41,845,"3","Y"
"6498","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"101736","Andre Agassi","R",180,"USA",34.47227926,7,2140,"103990","Tommy Robredo","R",180,"ESP",22.46680356,13,1450,"3","Y"
"6499","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103344","Ivan Ljubicic","R",193,"CRO",25.58521561,29,1085,"103900","David Nalbandian","R",180,"ARG",22.79534565,10,1700,"3","N"
"6500","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103498","Marat Safin","R",193,"RUS",24.72553046,9,1840,"101736","Andre Agassi","R",180,"USA",34.47227926,7,2140,"3","Y"
"6501","2004-1536","Madrid Masters","Hard","48","M",2004-10-18,"103498","Marat Safin","R",193,"RUS",24.72553046,9,1840,"103900","David Nalbandian","R",180,"ARG",22.79534565,10,1700,"5","Y"
"6502","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"102720","Tomas Zib","R",178,"CZE",29.71115674,63,621,"103812","Victor Hanescu","R",198,"ROU",24.24093087,42,827,"3","N"
"6503","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103835","Filippo Volandri","R",183,"ITA",24.11498973,41,836,"102845","Carlos Moya","R",190,"ESP",29.13894593,33,1005,"3","N"
"6504","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"102450","Tim Henman","R",185,"GBR",31.11293635,26,1120,"103758","Taylor Dent","R",188,"USA",24.48186174,28,1115,"3","Y"
"6505","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"104022","Mikhail Youzhny","R",183,"RUS",23.31279945,29,1090,"104076","Jose Acasuso","R",190,"ARG",22.99247091,55,678,"3","N"
"6506","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103017","Nicolas Kiefer","R",183,"GER",28.28473648,30,1070,"103971","Karol Beck","R",180,"SVK",23.54004107,45,771,"3","N"
"6507","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103852","Feliciano Lopez","L",188,"ESP",24.07392197,31,1030,"103206","Sebastien Grosjean","R",175,"FRA",27.38672142,34,1000,"3","N"
"6508","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"102860","Agustin Calleri","R",183,"ARG",29.08966461,61,632,"102610","Albert Costa","R",180,"ESP",30.31348392,102,410,"3","Y"
"6509","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103018","Max Mirnyi","R",196,"BLR",28.28199863,25,1125,"103507","Juan Carlos Ferrero","R",183,"ESP",25.67830253,16,1425,"3","Y"
"6510","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"102562","Jiri Novak","R",190,"CZE",30.57357974,35,950,"103252","Alberto Martin","R",175,"ESP",27.15947981,54,686,"3","N"
"6511","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103694","Olivier Rochus","R",168,"BEL",24.74469541,24,1135,"104607","Tomas Berdych","R",196,"CZE",20.08213552,50,736,"3","Y"
"6512","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"104269","Fernando Verdasco","L",188,"ESP",21.92197125,39,885,"103908","Paul Henri Mathieu","R",185,"FRA",23.76180698,57,673,"3","Y"
"6513","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103294","Christophe Rochus","R",170,"BEL",26.83915127,52,720,"104792","Gael Monfils","R",193,"FRA",19.1266256,37,894,"3","Y"
"6514","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"102434","Vincent Spadea","R",183,"USA",31.24709103,62,625,"103781","Jurgen Melzer","L",183,"AUT",24.40520192,51,730,"3","N"
"6515","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103428","Juan Ignacio Chela","R",190,"ARG",26.13278576,47,755,"103454","Nicolas Massu","R",183,"CHI",26.02053388,49,740,"3","Y"
"6516","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103163","Tommy Haas","R",188,"GER",27.54004107,40,845,"102318","Andrei Pavel","R",183,"ROU",31.72073922,48,755,"3","Y"
"6517","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103333","Ivo Karlovic","R",208,"CRO",26.63381246,86,470,"102257","Greg Rusedski","L",193,"GBR",32.11225188,38,893,"3","Y"
"6518","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"104745","Rafael Nadal","L",185,"ESP",19.37303217,2,4475,"103812","Victor Hanescu","R",198,"ROU",24.24093087,42,827,"3","Y"
"6519","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"102845","Carlos Moya","R",190,"ESP",29.13894593,33,1005,"103990","Tommy Robredo","R",180,"ESP",23.46338125,17,1420,"3","N"
"6520","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"102450","Tim Henman","R",185,"GBR",31.11293635,26,1120,"103285","Radek Stepanek","R",185,"CZE",26.88843258,14,1530,"3","N"
"6521","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103292","Gaston Gaudio","R",175,"ARG",26.85557837,11,1725,"104076","Jose Acasuso","R",190,"ARG",22.99247091,55,678,"3","N"
"6522","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103786","Nikolay Davydenko","R",178,"RUS",24.37508556,8,2000,"103971","Karol Beck","R",180,"SVK",23.54004107,45,771,"3","Y"
"6523","2005-1536","Madrid Masters","Hard","48","M",2005-10-17,"103206","Sebastien Grosjean","R",175,"FRA",27.38672142,34,1000,"104068","Robby Ginepri","R",183,"USA",23.02806297,21,1270,"3","N"
