"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","P1_id","P1_name","P1_hand","P1_ht","P1_ioc","P1_age","P1_rank","P1_rank_points","P2_id","P2_name","P2_hand","P2_ht","P2_ioc","P2_age","P2_rank","P2_rank_points","best_of","p1wins"
"2451","2002-421","Canada Masters","Hard","64","M",2002-07-29,"104053","Andy Roddick","R",188,"USA",19.91238877,12,1825,"102839","Nicolas Lapentti","R",188,"ECU",25.95756331,28,1200,"3","Y"
"2452","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103507","Juan Carlos Ferrero","R",183,"ESP",22.45859001,8,2200,"102905","Stefan Koubek","L",175,"AUT",25.5687885,42,880,"3","N"
"2453","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103709","Kristian Pless","R",188,"DEN",21.46475017,88,446,"102148","Fabrice Santoro","R",178,"FRA",29.63449692,40,920,"3","N"
"2454","2002-421","Canada Masters","Hard","64","M",2002-07-29,"102563","Thomas Johansson","R",180,"SWE",27.34839151,9,1960,"101774","Todd Martin","R",198,"USA",32.05749487,47,775,"3","N"
"2455","2002-421","Canada Masters","Hard","64","M",2002-07-29,"101948","Pete Sampras","R",185,"USA",30.96235455,15,1600,"102703","Hyung Taik Lee","R",180,"KOR",26.56810404,94,426,"3","Y"
"2456","2002-421","Canada Masters","Hard","64","M",2002-07-29,"102854","Sjeng Schalken","R",193,"NED",25.88637919,22,1395,"103163","Tommy Haas","R",188,"GER",24.32032854,3,2990,"3","N"
"2457","2002-421","Canada Masters","Hard","64","M",2002-07-29,"101962","Younes El Aynaoui","R",193,"MAR",30.87748118,18,1545,"102338","Yevgeny Kafelnikov","R",190,"RUS",28.44079398,5,2575,"3","N"
"2458","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103387","Paradorn Srichaphan","R",185,"THA",23.12388775,60,663,"103084","Guillermo Canas","R",185,"ARG",24.67351129,19,1530,"3","N"
"2459","2002-421","Canada Masters","Hard","64","M",2002-07-29,"102701","Marcelo Rios","L",175,"CHI",26.59000684,27,1225,"102845","Carlos Moya","R",190,"ESP",25.9192334,16,1585,"3","Y"
"2460","2002-421","Canada Masters","Hard","64","M",2002-07-29,"102318","Andrei Pavel","R",183,"ROU",28.50102669,17,1550,"103498","Marat Safin","R",193,"RUS",22.50239562,2,3095,"3","N"
"2461","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103758","Taylor Dent","R",188,"USA",21.26214921,75,521,"102562","Jiri Novak","R",190,"CZE",27.35386721,13,1700,"3","N"
"2462","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103206","Sebastien Grosjean","R",175,"FRA",24.1670089,11,1875,"103285","Radek Stepanek","R",185,"CZE",23.66872005,85,455,"3","Y"
"2463","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103900","David Nalbandian","R",180,"ARG",20.57221081,14,1626,"102450","Tim Henman","R",185,"GBR",27.89322382,4,2605,"3","Y"
"2464","2002-421","Canada Masters","Hard","64","M",2002-07-29,"104053","Andy Roddick","R",188,"USA",19.91238877,12,1825,"102905","Stefan Koubek","L",175,"AUT",25.5687885,42,880,"3","Y"
"2465","2002-421","Canada Masters","Hard","64","M",2002-07-29,"101774","Todd Martin","R",198,"USA",32.05749487,47,775,"102148","Fabrice Santoro","R",178,"FRA",29.63449692,40,920,"3","N"
"2466","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103163","Tommy Haas","R",188,"GER",24.32032854,3,2990,"101948","Pete Sampras","R",185,"USA",30.96235455,15,1600,"3","Y"
"2467","2002-421","Canada Masters","Hard","64","M",2002-07-29,"102338","Yevgeny Kafelnikov","R",190,"RUS",28.44079398,5,2575,"103084","Guillermo Canas","R",185,"ARG",24.67351129,19,1530,"3","N"
"2468","2002-421","Canada Masters","Hard","64","M",2002-07-29,"102701","Marcelo Rios","L",175,"CHI",26.59000684,27,1225,"103498","Marat Safin","R",193,"RUS",22.50239562,2,3095,"3","N"
"2469","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103206","Sebastien Grosjean","R",175,"FRA",24.1670089,11,1875,"102562","Jiri Novak","R",190,"CZE",27.35386721,13,1700,"3","N"
"2470","2002-421","Canada Masters","Hard","64","M",2002-07-29,"104053","Andy Roddick","R",188,"USA",19.91238877,12,1825,"103900","David Nalbandian","R",180,"ARG",20.57221081,14,1626,"3","Y"
"2471","2002-421","Canada Masters","Hard","64","M",2002-07-29,"102148","Fabrice Santoro","R",178,"FRA",29.63449692,40,920,"103163","Tommy Haas","R",188,"GER",24.32032854,3,2990,"3","N"
"2472","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103498","Marat Safin","R",193,"RUS",22.50239562,2,3095,"103084","Guillermo Canas","R",185,"ARG",24.67351129,19,1530,"3","N"
"2473","2002-421","Canada Masters","Hard","64","M",2002-07-29,"102562","Jiri Novak","R",190,"CZE",27.35386721,13,1700,"104053","Andy Roddick","R",188,"USA",19.91238877,12,1825,"3","N"
"2474","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103084","Guillermo Canas","R",185,"ARG",24.67351129,19,1530,"103163","Tommy Haas","R",188,"GER",24.32032854,3,2990,"3","Y"
"2475","2002-421","Canada Masters","Hard","64","M",2002-07-29,"103084","Guillermo Canas","R",185,"ARG",24.67351129,19,1530,"104053","Andy Roddick","R",188,"USA",19.91238877,12,1825,"3","Y"
"2476","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102780","Frederic Niemeyer","R",190,"CAN",27.27720739,241,141,"101736","Andre Agassi","R",180,"USA",33.26488706,1,4030,"3","N"
"2477","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103786","Nikolay Davydenko","R",178,"RUS",22.17111567,35,970,"104433","Frank Dancevic","R",185,"CAN",18.85284052,198,185,"3","Y"
"2478","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102148","Fabrice Santoro","R",178,"FRA",30.65023956,61,626,"104076","Jose Acasuso","R",190,"ARG",20.78850103,80,491,"3","N"
"2479","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103225","Simon Larose","R",190,"CAN",25.10061602,314,98,"102856","Gustavo Kuerten","R",190,"BRA",26.89664613,14,1645,"3","Y"
"2480","2003-421","Canada Masters","Hard","64","M",2003-08-04,"104339","Mario Ancic","R",196,"CRO",19.34565366,71,554,"102562","Jiri Novak","R",190,"CZE",28.36960986,12,1760,"3","N"
"2481","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103484","James Blake","R",185,"USA",23.60027379,26,1090,"103285","Radek Stepanek","R",185,"CZE",24.6844627,47,815,"3","Y"
"2482","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102571","Gregory Carraz","R",190,"FRA",28.32032854,103,374,"102338","Yevgeny Kafelnikov","R",190,"RUS",29.45653662,25,1105,"3","N"
"2483","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102783","Rainer Schuettler","R",180,"GER",27.27446954,8,2055,"104022","Mikhail Youzhny","R",183,"RUS",21.10882957,38,945,"3","Y"
"2484","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103096","Arnaud Clement","R",173,"FRA",25.62902122,33,995,"102845","Carlos Moya","R",190,"ESP",26.93497604,4,3135,"3","Y"
"2485","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102434","Vincent Spadea","R",183,"USA",29.04312115,34,985,"103171","Raemon Sluiter","R",185,"NED",25.30869268,53,685,"3","Y"
"2486","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103813","Jarkko Nieminen","L",185,"FIN",22.03148528,27,1055,"103900","David Nalbandian","R",180,"ARG",21.58795346,21,1235,"3","N"
"2487","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102450","Tim Henman","R",185,"GBR",28.90896646,30,1040,"103602","Fernando Gonzalez","R",183,"CHI",23.01437372,13,1645,"3","Y"
"2488","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102854","Sjeng Schalken","R",193,"NED",26.90212183,11,1770,"103151","Mariano Zabaleta","R",183,"ARG",25.42915811,31,1018,"3","N"
"2489","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103971","Karol Beck","R",180,"SVK",21.33607118,87,452,"103566","Michael Llodra","L",190,"FRA",23.21149897,174,216,"3","Y"
"2490","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102401","Scott Draper","L",178,"AUS",29.16358658,109,351,"103908","Paul Henri Mathieu","R",185,"FRA",21.5578371,59,650,"3","N"
"2491","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103909","Guillermo Coria","R",175,"ARG",21.55509925,6,2885,"103852","Feliciano Lopez","L",188,"ESP",21.86995209,37,950,"3","N"
"2492","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103720","Lleyton Hewitt","R",180,"AUS",22.43942505,5,3060,"103184","Bob Bryan","L",193,"USA",25.26488706,201,181,"3","Y"
"2493","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103018","Max Mirnyi","R",196,"BLR",26.07802875,32,1000,"103454","Nicolas Massu","R",183,"CHI",23.816564,40,869,"3","Y"
"2494","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102110","Daniel Nestor","L",190,"CAN",30.91307324,885,8,"104068","Robby Ginepri","R",183,"USA",20.82409309,44,832,"3","Y"
"2495","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103387","Paradorn Srichaphan","R",185,"THA",24.13963039,9,1925,"103252","Alberto Martin","R",175,"ESP",24.95550992,64,618,"3","Y"
"2496","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103990","Tommy Robredo","R",180,"ESP",21.25941136,15,1440,"102703","Hyung Taik Lee","R",180,"KOR",27.58384668,67,596,"3","Y"
"2497","2003-421","Canada Masters","Hard","64","M",2003-08-04,"101965","Wayne Ferreira","R",185,"RSA",31.88501027,20,1305,"102286","Wayne Black","R",170,"ZIM",29.71937029,538,35,"3","N"
"2498","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102257","Greg Rusedski","L",193,"GBR",29.908282,60,632,"102839","Nicolas Lapentti","R",188,"ECU",26.97330595,56,665,"3","Y"
"2499","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103819","Roger Federer","R",185,"SUI",21.98767967,3,3690,"103292","Gaston Gaudio","R",175,"ARG",24.65160849,28,1055,"3","Y"
"2500","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103598","Xavier Malisse","R",185,"BEL",23.04175222,62,625,"104053","Andy Roddick","R",188,"USA",20.92813142,7,2630,"3","N"
"2501","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103428","Juan Ignacio Chela","R",190,"ARG",23.92881588,36,955,"102860","Agustin Calleri","R",183,"ARG",26.88569473,19,1355,"3","Y"
"2502","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102887","Ramon Delgado","R",185,"PAR",26.71868583,168,226,"103344","Ivan Ljubicic","R",193,"CRO",24.37782341,42,845,"3","Y"
"2503","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103206","Sebastien Grosjean","R",175,"FRA",25.18275154,10,1865,"102950","Fernando Vicente","R",180,"ESP",26.40657084,57,656,"3","Y"
"2504","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102227","Sargis Sargsian","R",180,"ARM",30.16837782,51,713,"103280","Martin Verkerk","R",196,"NED",24.75838467,16,1432,"3","N"
"2505","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102344","Karol Kucera","R",188,"SVK",29.41820671,41,868,"102998","Jan Michael Gambill","R",190,"USA",26.16837782,49,775,"3","Y"
"2506","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103888","Mardy Fish","R",188,"USA",21.65092402,39,890,"101962","Younes El Aynaoui","R",193,"MAR",31.89322382,22,1195,"3","N"
"2507","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102642","Cyril Saulnier","R",190,"FRA",27.96714579,101,383,"103507","Juan Carlos Ferrero","R",183,"ESP",23.47433265,2,3815,"3","N"
"2508","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103786","Nikolay Davydenko","R",178,"RUS",22.17111567,35,970,"101736","Andre Agassi","R",180,"USA",33.26488706,1,4030,"3","N"
"2509","2003-421","Canada Masters","Hard","64","M",2003-08-04,"104076","Jose Acasuso","R",190,"ARG",20.78850103,80,491,"103225","Simon Larose","R",190,"CAN",25.10061602,314,98,"3","N"
"2510","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103484","James Blake","R",185,"USA",23.60027379,26,1090,"102562","Jiri Novak","R",190,"CZE",28.36960986,12,1760,"3","N"
"2511","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102338","Yevgeny Kafelnikov","R",190,"RUS",29.45653662,25,1105,"102783","Rainer Schuettler","R",180,"GER",27.27446954,8,2055,"3","N"
"2512","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103096","Arnaud Clement","R",173,"FRA",25.62902122,33,995,"102434","Vincent Spadea","R",183,"USA",29.04312115,34,985,"3","N"
"2513","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102450","Tim Henman","R",185,"GBR",28.90896646,30,1040,"103900","David Nalbandian","R",180,"ARG",21.58795346,21,1235,"3","N"
"2514","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103151","Mariano Zabaleta","R",183,"ARG",25.42915811,31,1018,"103971","Karol Beck","R",180,"SVK",21.33607118,87,452,"3","N"
"2515","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103852","Feliciano Lopez","L",188,"ESP",21.86995209,37,950,"103908","Paul Henri Mathieu","R",185,"FRA",21.5578371,59,650,"3","Y"
"2516","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103720","Lleyton Hewitt","R",180,"AUS",22.43942505,5,3060,"103018","Max Mirnyi","R",196,"BLR",26.07802875,32,1000,"3","N"
"2517","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102110","Daniel Nestor","L",190,"CAN",30.91307324,885,8,"103387","Paradorn Srichaphan","R",185,"THA",24.13963039,9,1925,"3","N"
"2518","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103990","Tommy Robredo","R",180,"ESP",21.25941136,15,1440,"102286","Wayne Black","R",170,"ZIM",29.71937029,538,35,"3","Y"
"2519","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103819","Roger Federer","R",185,"SUI",21.98767967,3,3690,"102257","Greg Rusedski","L",193,"GBR",29.908282,60,632,"3","Y"
"2520","2003-421","Canada Masters","Hard","64","M",2003-08-04,"104053","Andy Roddick","R",188,"USA",20.92813142,7,2630,"103428","Juan Ignacio Chela","R",190,"ARG",23.92881588,36,955,"3","Y"
"2521","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102887","Ramon Delgado","R",185,"PAR",26.71868583,168,226,"103206","Sebastien Grosjean","R",175,"FRA",25.18275154,10,1865,"3","N"
"2522","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102344","Karol Kucera","R",188,"SVK",29.41820671,41,868,"103280","Martin Verkerk","R",196,"NED",24.75838467,16,1432,"3","Y"
"2523","2003-421","Canada Masters","Hard","64","M",2003-08-04,"101962","Younes El Aynaoui","R",193,"MAR",31.89322382,22,1195,"103507","Juan Carlos Ferrero","R",183,"ESP",23.47433265,2,3815,"3","N"
"2524","2003-421","Canada Masters","Hard","64","M",2003-08-04,"101736","Andre Agassi","R",180,"USA",33.26488706,1,4030,"103225","Simon Larose","R",190,"CAN",25.10061602,314,98,"3","Y"
"2525","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102783","Rainer Schuettler","R",180,"GER",27.27446954,8,2055,"102562","Jiri Novak","R",190,"CZE",28.36960986,12,1760,"3","Y"
"2526","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102434","Vincent Spadea","R",183,"USA",29.04312115,34,985,"103900","David Nalbandian","R",180,"ARG",21.58795346,21,1235,"3","N"
"2527","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103852","Feliciano Lopez","L",188,"ESP",21.86995209,37,950,"103971","Karol Beck","R",180,"SVK",21.33607118,87,452,"3","Y"
"2528","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103018","Max Mirnyi","R",196,"BLR",26.07802875,32,1000,"103387","Paradorn Srichaphan","R",185,"THA",24.13963039,9,1925,"3","Y"
"2529","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103990","Tommy Robredo","R",180,"ESP",21.25941136,15,1440,"103819","Roger Federer","R",185,"SUI",21.98767967,3,3690,"3","N"
"2530","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103206","Sebastien Grosjean","R",175,"FRA",25.18275154,10,1865,"104053","Andy Roddick","R",188,"USA",20.92813142,7,2630,"3","N"
"2531","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103507","Juan Carlos Ferrero","R",183,"ESP",23.47433265,2,3815,"102344","Karol Kucera","R",188,"SVK",29.41820671,41,868,"3","N"
"2532","2003-421","Canada Masters","Hard","64","M",2003-08-04,"101736","Andre Agassi","R",180,"USA",33.26488706,1,4030,"102783","Rainer Schuettler","R",180,"GER",27.27446954,8,2055,"3","N"
"2533","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103852","Feliciano Lopez","L",188,"ESP",21.86995209,37,950,"103900","David Nalbandian","R",180,"ARG",21.58795346,21,1235,"3","N"
"2534","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103018","Max Mirnyi","R",196,"BLR",26.07802875,32,1000,"103819","Roger Federer","R",185,"SUI",21.98767967,3,3690,"3","N"
"2535","2003-421","Canada Masters","Hard","64","M",2003-08-04,"102344","Karol Kucera","R",188,"SVK",29.41820671,41,868,"104053","Andy Roddick","R",188,"USA",20.92813142,7,2630,"3","N"
"2536","2003-421","Canada Masters","Hard","64","M",2003-08-04,"103900","David Nalbandian","R",180,"ARG",21.58795346,21,1235,"102783","Rainer Schuettler","R",180,"GER",27.27446954,8,2055,"3","Y"
"2537","2003-421","Canada Masters","Hard","64","M",2003-08-04,"104053","Andy Roddick","R",188,"USA",20.92813142,7,2630,"103819","Roger Federer","R",185,"SUI",21.98767967,3,3690,"3","Y"
"2538","2003-421","Canada Masters","Hard","64","M",2003-08-04,"104053","Andy Roddick","R",188,"USA",20.92813142,7,2630,"103900","David Nalbandian","R",180,"ARG",21.58795346,21,1235,"3","Y"
"2539","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103819","Roger Federer","R",185,"SUI",22.9650924,1,5665,"102271","Hicham Arazi","L",175,"MAR",30.76796715,36,878,"3","Y"
"2540","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102358","Thomas Enqvist","R",190,"SWE",30.37097878,53,718,"104417","Robin Soderling","R",193,"SWE",19.94798084,50,760,"3","N"
"2541","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103356","Michel Kratochvil","R",185,"SUI",25.30321697,170,232,"103018","Max Mirnyi","R",196,"BLR",27.05544148,34,900,"3","N"
"2542","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102318","Andrei Pavel","R",183,"ROU",30.49418207,16,1319,"103387","Paradorn Srichaphan","R",185,"THA",25.11704312,15,1425,"3","N"
"2543","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103720","Lleyton Hewitt","R",180,"AUS",23.41683778,10,1990,"104745","Rafael Nadal","L",185,"ESP",18.14647502,62,664,"3","Y"
"2544","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102035","Jonas Bjorkman","R",183,"SWE",32.34223135,38,843,"102562","Jiri Novak","R",190,"CZE",29.34702259,22,1170,"3","N"
"2545","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103344","Ivan Ljubicic","R",193,"CRO",25.35523614,26,1080,"103971","Karol Beck","R",180,"SVK",22.31348392,63,641,"3","Y"
"2546","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103507","Juan Carlos Ferrero","R",183,"ESP",24.45174538,7,2365,"102148","Fabrice Santoro","R",178,"FRA",31.62765229,58,692,"3","N"
"2547","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103632","Luis Horna","R",180,"PER",23.86310746,41,816,"103909","Guillermo Coria","R",175,"ARG",22.53251198,3,3355,"3","Y"
"2548","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103176","David Sanchez","R",183,"ESP",26.26694045,54,701,"102780","Frederic Niemeyer","R",190,"CAN",28.25462012,231,157,"3","N"
"2549","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102227","Sargis Sargsian","R",180,"ARM",31.14579055,55,700,"104214","Igor Andreev","R",185,"RUS",21.0349076,57,694,"3","N"
"2550","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102563","Thomas Johansson","R",180,"SWE",29.34154689,99,410,"103454","Nicolas Massu","R",183,"CHI",24.79397673,13,1583,"3","Y"
"2551","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103206","Sebastien Grosjean","R",175,"FRA",26.16016427,12,1675,"102571","Gregory Carraz","R",190,"FRA",29.29774127,73,569,"3","N"
"2552","2004-421","Canada Masters","Hard","64","M",2004-07-26,"104026","Joachim Johansson","R",198,"SWE",22.0698152,33,907,"103566","Michael Llodra","L",190,"FRA",24.1889117,56,696,"3","Y"
"2553","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102642","Cyril Saulnier","R",190,"FRA",28.94455852,70,576,"102110","Daniel Nestor","L",190,"CAN",31.89048597,542,35,"3","Y"
"2554","2004-421","Canada Masters","Hard","64","M",2004-07-26,"104022","Mikhail Youzhny","R",183,"RUS",22.0862423,46,775,"103900","David Nalbandian","R",180,"ARG",22.56536619,6,2475,"3","Y"
"2555","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102783","Rainer Schuettler","R",180,"GER",28.25188227,8,2200,"103602","Fernando Gonzalez","R",183,"CHI",23.99178645,19,1215,"3","N"
"2556","2004-421","Canada Masters","Hard","64","M",2004-07-26,"104433","Frank Dancevic","R",185,"CAN",19.83025325,225,165,"102434","Vincent Spadea","R",183,"USA",30.02053388,21,1175,"3","N"
"2557","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103781","Jurgen Melzer","L",183,"AUT",23.17864476,61,672,"103103","Dominik Hrbaty","R",183,"SVK",26.55715264,20,1186,"3","Y"
"2558","2004-421","Canada Masters","Hard","64","M",2004-07-26,"101736","Andre Agassi","R",180,"USA",34.24229979,11,1945,"103163","Tommy Haas","R",188,"GER",26.31348392,66,625,"3","Y"
"2559","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103017","Nicolas Kiefer","R",183,"GER",27.05817933,25,1100,"103498","Marat Safin","R",193,"RUS",24.49555099,14,1425,"3","Y"
"2560","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103970","David Ferrer","R",175,"ESP",22.31622177,42,809,"103225","Simon Larose","R",190,"CAN",26.07802875,193,195,"3","Y"
"2561","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103333","Ivo Karlovic","R",208,"CRO",25.4072553,59,691,"104166","Alex Bogomolov Jr","R",178,"RUS",21.25941136,117,365,"3","N"
"2562","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102845","Carlos Moya","R",190,"ESP",27.91238877,4,2555,"104269","Fernando Verdasco","L",188,"ESP",20.6954141,32,921,"3","Y"
"2563","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102450","Tim Henman","R",185,"GBR",29.88637919,5,2505,"103151","Mariano Zabaleta","R",183,"ARG",26.40657084,39,835,"3","Y"
"2564","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102856","Gustavo Kuerten","R",190,"BRA",27.87405886,23,1130,"104068","Robby Ginepri","R",183,"USA",21.80150582,40,820,"3","Y"
"2565","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103401","Jan Hernych","R",190,"CZE",25.05407255,109,384,"103789","Irakli Labadze","L",188,"GEO",23.12936345,43,805,"3","Y"
"2566","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103292","Gaston Gaudio","R",175,"ARG",25.62902122,9,1995,"104379","Todd Reid","R",180,"AUS",20.14510609,127,331,"3","N"
"2567","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103598","Xavier Malisse","R",185,"BEL",24.01916496,37,845,"103428","Juan Ignacio Chela","R",190,"ARG",24.90622861,17,1285,"3","N"
"2568","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102703","Hyung Taik Lee","R",180,"KOR",28.56125941,78,508,"103990","Tommy Robredo","R",180,"ESP",22.23682409,27,1080,"3","N"
"2569","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102765","Nicolas Escude","R",185,"FRA",28.31211499,67,611,"103852","Feliciano Lopez","L",188,"ESP",22.84736482,30,1025,"3","N"
"2570","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103898","Julien Benneteau","R",185,"FRA",22.5982204,76,551,"104053","Andy Roddick","R",188,"USA",21.90554415,2,4945,"3","N"
"2571","2004-421","Canada Masters","Hard","64","M",2004-07-26,"104417","Robin Soderling","R",193,"SWE",19.94798084,50,760,"103819","Roger Federer","R",185,"SUI",22.9650924,1,5665,"3","N"
"2572","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103018","Max Mirnyi","R",196,"BLR",27.05544148,34,900,"103387","Paradorn Srichaphan","R",185,"THA",25.11704312,15,1425,"3","Y"
"2573","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102562","Jiri Novak","R",190,"CZE",29.34702259,22,1170,"103720","Lleyton Hewitt","R",180,"AUS",23.41683778,10,1990,"3","N"
"2574","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103344","Ivan Ljubicic","R",193,"CRO",25.35523614,26,1080,"102148","Fabrice Santoro","R",178,"FRA",31.62765229,58,692,"3","N"
"2575","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103632","Luis Horna","R",180,"PER",23.86310746,41,816,"102780","Frederic Niemeyer","R",190,"CAN",28.25462012,231,157,"3","Y"
"2576","2004-421","Canada Masters","Hard","64","M",2004-07-26,"104214","Igor Andreev","R",185,"RUS",21.0349076,57,694,"102563","Thomas Johansson","R",180,"SWE",29.34154689,99,410,"3","N"
"2577","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102571","Gregory Carraz","R",190,"FRA",29.29774127,73,569,"104026","Joachim Johansson","R",198,"SWE",22.0698152,33,907,"3","N"
"2578","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102642","Cyril Saulnier","R",190,"FRA",28.94455852,70,576,"104022","Mikhail Youzhny","R",183,"RUS",22.0862423,46,775,"3","Y"
"2579","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103602","Fernando Gonzalez","R",183,"CHI",23.99178645,19,1215,"102434","Vincent Spadea","R",183,"USA",30.02053388,21,1175,"3","Y"
"2580","2004-421","Canada Masters","Hard","64","M",2004-07-26,"101736","Andre Agassi","R",180,"USA",34.24229979,11,1945,"103781","Jurgen Melzer","L",183,"AUT",23.17864476,61,672,"3","N"
"2581","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103970","David Ferrer","R",175,"ESP",22.31622177,42,809,"103017","Nicolas Kiefer","R",183,"GER",27.05817933,25,1100,"3","N"
"2582","2004-421","Canada Masters","Hard","64","M",2004-07-26,"104166","Alex Bogomolov Jr","R",178,"RUS",21.25941136,117,365,"102845","Carlos Moya","R",190,"ESP",27.91238877,4,2555,"3","N"
"2583","2004-421","Canada Masters","Hard","64","M",2004-07-26,"102856","Gustavo Kuerten","R",190,"BRA",27.87405886,23,1130,"102450","Tim Henman","R",185,"GBR",29.88637919,5,2505,"3","Y"
"2584","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103401","Jan Hernych","R",190,"CZE",25.05407255,109,384,"104379","Todd Reid","R",180,"AUS",20.14510609,127,331,"3","Y"
"2585","2004-421","Canada Masters","Hard","64","M",2004-07-26,"103990","Tommy Robredo","R",180,"ESP",22.23682409,27,1080,"103428","Juan Ignacio Chela","R",190,"ARG",24.90622861,17,1285,"3","N"
